Perfume,Brand,Gender,Year,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,Rating Value,Rating Count
n05-l-eau-limited-edition,chanel,women,2024.0,"aldehydes, lime, orange, mandarin orange, lemon, bergamot, neroli","may rose, ylang-ylang, jasmine","cedar, white musk, orris root, vanila",citrus,aldehydic,woody,fresh,powdery,4.47,47
nuances,giorgio-armani,women,2013.0,"cinnamon, bergamot","orris root, heliotrope","sandalwood, vetiver, benzoin",powdery,woody,warm spicy,iris,earthy,4.47,36
badr-al-badour,amouage,unisex,Inconnu,"rose, amber","agarwood (oud), olive",sandalwood,oud,rose,amber,woody,powdery,4.47,86
le-plus-beau-jour-de-ma-vie,guerlain,women,2015.0,"angelica, pink pepper, citruses","orange blossom, candied almond, rose","vanilla, white musk, incense, patchouli",musky,vanilla,powdery,amber,sweet,4.47,337
l-instant-de-guerlain-extract,guerlain,women,Inconnu,"honey, citruses","magnolia, ylang-ylang, jasmine sambac","iris, amber, spicy notes",floral,iris,amber,yellow floral,honey,4.47,145
liam,lattafa-perfumes,unisex,2023.0,"cardamom, fig, black tea","iris, vetiver, labdanum","vanilla, sandalwood, tonka, patchouli",woody,warm spicy,vanilla,powdery,aromatic,4.47,777
madison-pour-homme,roja-dove,men,2017.0,"grapefruit, lemon, lime, bay leaf, mandarin orange, aldehydes, bergamot","geranium, orange blossom, may rose, cyclamen","elemi, balsam fir, vanilla, oakmoss, vetiver, tonka bean, cardamom, cedar, cacao, guaiac wood, benzoin, carrot seeds, musk, patchouli, orris, pink pepper",citrus,aromatic,woody,fresh spicy,vanilla,4.47,62
kingdom-of-saudi-arabia,roja-dove,unisex,2017.0,"mandarin orange, artemisia, lime, aldehydes","strawberry, banana, raspberry, plum, apple, black currant, rose de mai, chamomile, violet, jasmine, geranium","agarwood (oud), leather, cotton candy, cinnamon, vanilla, cacao pod, saffron, balsam fir, musk, sandalwood, cedar, pink pepper, violet leaf, cloves, oakmoss, patchouli",fruity,sweet,warm spicy,woody,oud,4.47,160
reserve-collection-black-violet,tom-ford,unisex,2019.0,"citruses, fruits, bergamot",violet,"oakmoss, woodsy notes",woody,violet,citrus,mossy,powdery,4.47,60
opium-orient-extreme,yves-saint-laurent,women,2007.0,"lily-of-the-valley, mandarin orange, bergamot","spices, carnation, jasmine","opoponax, amber, vanilla, patchouli",white floral,amber,warm spicy,citrus,floral,4.47,53
from-paris-to-new-york,zara,men,2018.0,lemon,ginger,cedar,citrus,warm spicy,fresh,woody,aromatic,4.47,129
windsor-tonic,burberry,unisex,2021.0,"bergamot, green mandarin, petitgrain","cypress, cardamom, tunisian neroli","virginia cedar, musk",woody,citrus,aromatic,fresh spicy,warm spicy,4.48,27
iris-empire,carolina-herrera,unisex,2020.0,"cinnamon, davana","iris, violet","leather, chocolate, patchouli, benzoin, olibanum",warm spicy,iris,powdery,violet,leather,4.48,182
chanel-no-5-l-eau-red-edition,chanel,women,2018.0,"aldehydes, lemon, orange, neroli, bergamot, lime, mandarin orange","ylang-ylang, jasmine, may rose","orris, vanilla, cedar, white musk",citrus,aldehydic,woody,powdery,fresh,4.48,312
dolce-vita-parfum,dior,women,1994.0,"peach, cardamom, lily, bergamot, rose, grapefruit","apricot, cinnamon, palisander rosewood, heliotrope, lily, magnolia","vanilla, coconut, sandalwood, cedar",warm spicy,powdery,woody,vanilla,fruity,4.48,152
jubilation-40-man,amouage,men,2023.0,"blackberry, labdanum, black currant, orange, davana, rosemary","frankincense, broom, bay leaf, cinnamon, cloves, celery seeds, rose","opoponax, patchouli, myrrh, moss, agarwood (oud), guaiac wood, cedar, musk, ambergris, cistus incanus",amber,woody,fruity,sweet,balsamic,4.48,351
shalimar-millesime-iris,guerlain,unisex,2023.0,bergamot,italian orris root,"caramel, madagascar vanilla, vanillin, musk",iris,powdery,sweet,caramel,vanilla,4.48,567
vol-de-nuit-evasion,guerlain,women,2007.0,"peach, rose","iris, jasmine","amber, vanilla, precious woods",powdery,iris,amber,woody,vanilla,4.48,150
habit-rouge-dress-code-2018,guerlain,men,2018.0,"rose, neroli, bergamot",spices,"praline, vanilla, leather, woodsy notes, tonka bean",sweet,vanilla,leather,rose,woody,4.48,42
l-instant-de-guerlain-pour-homme-edp,guerlain,men,2015.0,"star anise, bergamot, elemi, lemon, pepper","cacao pod, sandalwood, smoke, tea, jasmine",patchouli,warm spicy,woody,cacao,patchouli,citrus,4.48,1376
shalimar-eau-de-parfum-serie-limitee,guerlain,women,2020.0,"citruses, mandarin orange, bergamot, lemon, cedar","iris, vetiver, jasmine, rose, patchouli","vanilla, tonka bean, incense, opoponax, leather, sandalwood, civet, musk",citrus,amber,woody,vanilla,powdery,4.48,114
2000-et-une-rose,lancome,women,1999.0,"white pepper, mandarin orange","bulgarian rose, tea rose, wild rose","musk, amber, vanilla, ambrette (musk mallow)",rose,musky,fresh spicy,floral,powdery,4.48,196
al-nashama,lattafa-perfumes,unisex,2024.0,"bergamot, sage, pink pepper","plum, jasmine, black pepper","saffiano leather, amber, patchouli, moss",fruity,amber,sweet,fresh spicy,soft spicy,4.48,173
art-of-arabia-iii,lattafa-perfumes,unisex,2023.0,"olibanum, davana, bergamot","dates, tobacco, sandalwood, tuberose","myrrh, vanilla, patchouli, tonka bean, labdanum",sweet,amber,tobacco,warm spicy,balsamic,4.48,29
tharwah-gold,lattafa-perfumes,women,2022.0,"lavender, bergamot","orange blossom, egyptian jasmine","vanilla, amber, vetiver",white floral,citrus,vanilla,lavender,amber,4.48,276
invictus-victory-elixir,paco-rabanne,men,2023.0,"lavender, cardamom, black pepper","incense, patchouli","vanilla pod, tonka bean",vanilla,warm spicy,amber,sweet,aromatic,4.48,2455
prada-l-homme-water-splash,prada,men,2019.0,"neroli, mandarin leaf, cardamom","iris, ginger","sandalwood, amber, cedar",warm spicy,iris,woody,powdery,citrus,4.48,401
kingdom-of-bahrain,roja-dove,unisex,2017.0,"lime, lemon, clary sage, bay leaf, bergamot","violet, jasmine, may rose","ambergris, birch, pine tree, cotton candy, cypress, pink pepper, agarwood (oud), cashmere wood, leather, saffron, patchouli, vanilla, tonka bean, cedar",citrus,woody,aromatic,leather,amber,4.48,139
opium-poesie-de-chine-pour-homme,yves-saint-laurent,men,2008.0,"star anise, grapefruit, bergamot","white pepper, nutmeg, orange blossom","sandalwood, amber, vetiver",fresh spicy,citrus,woody,anis,soft spicy,4.48,113
opium-pour-homme-eau-d-orient-2007,yves-saint-laurent,men,2007.0,"spices, florida grapefruit, bergamot, lemon","ginger, star anise, white pepper, nutmeg","vetiver, amber, sandalwood",warm spicy,citrus,fresh spicy,anis,soft spicy,4.48,84
the-one-for-men-eau-de-parfum,dolce-gabbana,men,2015.0,"grapefruit, coriander, basil","cardamom, ginger, orange blossom","amber, tobacco, cedar",warm spicy,amber,tobacco,citrus,aromatic,4.49,11353
l-instant-magic-limited-edition,guerlain,women,2008.0,"anise, bergamot, lemon","violet, mimosa, freesia, carnation, rose","almond, iris, vanilla, white musk, sandalwood, cedar",powdery,floral,violet,woody,sweet,4.49,49
mitsouko-eau-de-cologne,guerlain,women,1919.0,"bergamot, citruses, rose, jasmine","peach, rose, lilac, jasmine, ylang-ylang","oakmoss, spices, vetiver, cinnamon, amber",citrus,mossy,earthy,warm spicy,woody,4.49,109
magie-noire-parfum,lancome,women,1978.0,"cassis, cassia, galbanum, bulgarian rose, hyacinth, raspberry, bergamot","honey, narcissus, orris root, tuberose, cedar, ylang-ylang, jasmine, lily-of-the-valley","oakmoss, myrrh, incense, spices, civet, patchouli, ambergris, sandalwood, vetiver, musk",woody,green,amber,aromatic,earthy,4.49,938
qaa-ed-intense,lattafa-perfumes,men,2024.0,"tobacco, white honey, cinammon","vanilla, cacao, patchouli, myrrh","amber, styrax, french labdanum",amber,vanilla,sweet,warm spicy,cacao,4.49,154
khamrah-qahwa,lattafa-perfumes,unisex,2023.0,"cinnamon, cardamom, ginger","praline, candied fruits, white flowers","vanilla, coffee, tonka bean, benzoin, musk",warm spicy,sweet,vanilla,coffee,cinnamon,4.49,1564
ultraviolet-man-summer-pop,paco-rabanne,men,2007.0,"sea notes, green notes, green pepper","grapefruit, cedar","oakmoss, amber",citrus,green,aromatic,marine,woody,4.49,51
mirages-desert-serenade,prada,unisex,2018.0,"saffron, cumin","honey, leather","musk, cypress",leather,honey,animalic,fresh spicy,sweet,4.49,74
kouros-eau-de-sport,yves-saint-laurent,men,1986.0,"herbal notes, coral amber, artemisia","carnation, jasmine, rose, galbanum","musk, oakmoss, olibanum, patchouli, vetiver, vanilla",amber,aromatic,woody,musky,earthy,4.49,78
garden-roses,burberry,unisex,2017.0,"italian lemon, grapefruit, bergamot","bulgarian rose, green notes, black currant, apple, lily-of-the-valley","vetiver, white musk, cedar",citrus,green,rose,aromatic,fruity,4.5,42
calvin,calvin-klein,men,1981.0,"chamomile, neroli, bergamot, mandarin orange, lemon","tarragon, orange blossom, geranium, cinnamon, lemon verbena","vetiver, patchouli, musk, sandalwood",aromatic,citrus,woody,herbal,fresh spicy,4.5,248
dior-homme-intense-2011,dior,men,2011.0,lavender,"iris, ambrette (musk mallow), pear","virginia cedar, vetiver",iris,woody,powdery,earthy,violet,4.5,18272
by,dolce-gabbana,men,1997.0,"nutmeg, pepper","lavender, artemisia","sandalwood, tobacco, leather, amber, guaiac wood",fresh spicy,woody,lavender,aromatic,tobacco,4.5,694
emporio-armani-white-for-him,giorgio-armani,men,2001.0,"bergamot, mandarin orange, orange, lemon","chamomile, rosemary, cardamom",musk,citrus,aromatic,fresh spicy,musky,herbal,4.5,364
shalimar-80th-anniversary-limited-edition,guerlain,women,2005.0,"bergamot, mandarin orange, citruses, lemon, cedar","iris, rose, jasmine, vetiver, patchouli","vanilla, tonka bean, leather, opoponax, incense, civet, sandalwood, musk",citrus,woody,amber,powdery,vanilla,4.5,40
terre-d-hermes-metal-flacon,hermes,men,2014.0,"orange, grapefruit","black pepper, pelargonium","vetiver, cedar, patchouli, benzoin",citrus,woody,aromatic,fresh spicy,earthy,4.5,36
boss-spirit,hugo-boss,men,1989.0,"artemisia, wormwood, galbanum, mint, green notes, aldehydes","tarragon, geranium, lavender","leather, sandalwood, patchouli, amber",aromatic,herbal,fresh spicy,green,woody,4.5,150
sikkim-parfum,lancome,women,1971.0,"galbanum, aldehydes, caraway, gardenia, bergamot","rose, carnation, iris, narcissus, jasmine","oakmoss, leather, vetiver, amber, patchouli, coconut",earthy,aromatic,green,mossy,woody,4.5,217
vintage-radio,lattafa-perfumes,unisex,2023.0,"lavender, bergamot, sage","plum, palo santo, black pepper","sandalwood, oud",woody,fruity,aromatic,citrus,lavender,4.5,419
united-arab-emirates-spirit-of-the-union,roja-dove,unisex,2014.0,"artemisia, bergamot","taif rose, black currant, rose, cloves, geranium, ylang-ylang, jasmine","agarwood (oud), incense, benzoin, civet, guaiac wood, labdanum, musk, oakmoss, patchouli, pink pepper",rose,amber,woody,warm spicy,musky,4.5,141
nuewa-2015-edition,roja-dove,unisex,2015.0,"bergamot, grapefruit","rose de mai, orange blossom, jasmine","vanilla, sandalwood, benzoin, pepper, peru balsam, cumin, cloves",rose,vanilla,citrus,woody,warm spicy,4.5,102
calvin-klein,calvin-klein,women,1978.0,"hyacinth, aldehydes, gardenia, peach, raspberry","rose, carnation, lily-of-the-valley, jasmine, orris root","oakmoss, amber, sandalwood, cedar, musk",floral,woody,white floral,rose,powdery,4.51,90
emporio-armani-stronger-with-you-absolutely,giorgio-armani,men,2021.0,"rum, elemi, bergamot","lavender, davana","madagascar vanilla, chestnut, cedar, patchouli",vanilla,woody,balsamic,rum,aromatic,4.51,4379
jicky-extrait,guerlain,women,1889.0,spicy notes,"lavender, lemon","vanilla, woody notes",lavender,citrus,vanilla,aromatic,woody,4.51,169
classique-rock-star,jean-paul-gaultier,women,2005.0,"neroli, star anise","ginger, rose","vanilla, amber",vanilla,soft spicy,anis,rose,floral,4.51,65
prada-l-homme-intense,prada,men,2017.0,iris,"amber, patchouli","tonka bean, leather, sandalwood",iris,powdery,amber,woody,earthy,4.51,4326
amber,roja-dove,unisex,2014.0,"orange, lavender, geranium, bergamot","cacao, rose","amber, vanilla, patchouli, sandalwood, coumarin, labdanum, benzoin, cedar",amber,woody,warm spicy,vanilla,cacao,4.51,188
fortnum-mason-the-perfume,roja-dove,unisex,2018.0,"lemon, bergamot","peach, may rose, labdanum, jasmine, geranium, orange blossom","amber, vanilla, birch, castoreum, saffron, amyris, labdanum, olibanum, oakmoss, benzoin, musk, patchouli, sandalwood, coriander, vetiver",amber,woody,leather,aromatic,warm spicy,4.51,68
semi-bespoke-no-24,roja-dove,unisex,2019.0,"bergamot, lemon","raspberry, wisteria, heliotrope, almond, rose de mai, lily-of-the-valley","tonka bean, musk, violet leaf, cumin, pepper, sandalwood, labdanum, galbanum, oakmoss, cedar, patchouli",floral,fruity,almond,sweet,powdery,4.51,43
reserve-collection-velvet-gardenia,tom-ford,unisex,2019.0,"gardenia, orange","beeswax, plum, honey, tuberose, rose, jasmine, lily-of-the-valley","incense, labdanum",white floral,amber,honey,sweet,animalic,4.51,55
rive-gauche-pour-homme-intense,yves-saint-laurent,men,2003.0,"star anise, rosemary, bergamot","lavender, geranium, clove","patchouli, vetyver, guaiac wood, tonka bean",aromatic,woody,fresh spicy,warm spicy,lavender,4.51,191
dioressence-parfum,dior,women,1979.0,"green notes, patchouli, aldehydes, bergamot, fruity notes, orange","orris root, carnation, cinnamon, violet, rose, geranium, tuberose, jasmine, ylang-ylang","patchouli, benzoin, musk, vanilla",warm spicy,citrus,floral,powdery,green,4.52,142
cuir-de-russie,guerlain,unisex,1872.0,"lavender, thyme, rosemary","iris, birch, benzoin, labdanum, styrax","civet, oakmoss, amber, musk, vetiver, resins",amber,aromatic,woody,musky,powdery,4.52,31
plus-que-jamais,guerlain,women,2005.0,"ylang-ylang, aldehydes, neroli, bergamot","iris, orris root, jasmine","amber, tonka bean, vanille, vetyver",iris,powdery,amber,vanilla,woody,4.52,102
mirages-babylon,prada,unisex,2018.0,sandalwood,amber,labdanum,amber,woody,powdery,Unknown,Unknown,4.52,33
vetiver,roja-dove,unisex,2012.0,"bergamot, lemon","jasmine, rose","vetiver, oakmoss, labdanum, cedar, pepper, caraway, celery, guaiac wood, galbanum, nutmeg, litsea cubeba",woody,aromatic,citrus,fresh spicy,earthy,4.52,213
pierre-de-velay-no-4,roja-dove,unisex,2019.0,"bay leaf, sage, bergamot","rose de mai, grasse rose","rum, cardamom, sandalwood, vanilla, benzoin, labdanum, musk",warm spicy,aromatic,woody,fresh spicy,amber,4.52,31
jazz-prestige,yves-saint-laurent,men,1993.0,"lavender, bergamot, fruity notes, pepper, nutmeg flower, coriander, anise, green notes","geranium, cypress, rose, jasmine, carnation, ginger, caraway, cinnamon","sandalwood, oakmoss, leather, patchouli, benzoin, coconut, amber, cedar",fresh spicy,aromatic,woody,warm spicy,floral,4.52,174
diorella-parfum,dior,women,1972.0,"bergamot, green notes, melon, lemon","honeysuckle, peach, jasmine, rose, cyclamen","oakmoss, vetiver, patchouli, musk",citrus,white floral,fruity,earthy,woody,4.53,131
dior-homme-cologne-2022,dior,men,2022.0,calabrian bergamot,grapefruit blossom,white musk,citrus,musky,fresh spicy,white floral,powdery,4.53,2185
midnight-poison-extrait-de-parfum,dior,women,2007.0,rose,patchouli,"french labdanum, tonka bean, vanille",vanilla,amber,patchouli,woody,rose,4.53,270
eau-de-vetyver,givenchy,men,1959.0,bergamot,"coriander, vetiver","sandalwood, cedar",aromatic,woody,earthy,soft spicy,citrus,4.53,97
derby-vintage,guerlain,men,1985.0,"artemisia, bergamot, mint, lemon","nutmeg flower, jasmine, rose","oakmoss, leather, sandalwood, patchouli, vetiver",woody,fresh spicy,earthy,aromatic,mossy,4.53,337
habit-rouge-dress-code-2017,guerlain,men,2017.0,"rose, bergamot, neroli","spices, cedar, patchouli","praline, vanilla, tonka bean, vetiver",sweet,vanilla,woody,aromatic,citrus,4.53,98
le-male-x-mas-edition-2020,jean-paul-gaultier,men,2020.0,"lavender, cardamom, mint, artemisia, bergamot","cinnamon, orange blossom, caraway","sandalwood, vanilla, tonka bean, cedar, amber",warm spicy,aromatic,woody,vanilla,lavender,4.53,53
il-homme,zara,men,2003.0,"orange, bergamot, neroli","cardamom, cinnamon","sandalwood, amber, musk, vanille, tonka bean",citrus,warm spicy,amber,powdery,woody,4.53,62
euphoria-amber-gold-men,calvin-klein,men,2018.0,"cypress, thyme, bergamot","honey, sage, jasmine, oregano","amber, incense, leather, vetiver",amber,aromatic,honey,woody,smoky,4.54,389
allure-homme-edition-blanche-eau-de-parfum,chanel,men,2014.0,"lemon, bergamot","sandalwood, woody notes","madagascar vanilla, vetiver",citrus,woody,aromatic,vanilla,powdery,4.54,3329
afrah,amouage,unisex,Inconnu,"taif rose, champaca, basil",agarwood (oud),"sandalwood, amber",rose,floral,oud,powdery,fresh spicy,4.54,70
salamah,amouage,unisex,Inconnu,"taif rose, bergamot","taif rose, olibanum","agarwood (oud), hay, white musk",rose,fresh spicy,oud,green,amber,4.54,69
mitsouko-extract,guerlain,women,1919.0,"bergamot, jasmine, rose, citruses","peach, jasmine, rose, lilac, ylang-ylang","oakmoss, spices, cinnamon, vetiver, amber",mossy,earthy,warm spicy,woody,citrus,4.54,674
mon-guerlain-sensuelle,guerlain,women,2017.0,"lavender, bergamot","iris, jasmine, jasmine sambac, rose","tahitian vanilla, tonka bean, benzoin, licorice, australian sandalwood, patchouli",vanilla,amber,lavender,powdery,sweet,4.54,300
classique-limited-edition-2003,jean-paul-gaultier,women,2003.0,"rose, orchid, narcissus","rum, vanilla, ginger, tonka bean","amber, sandalwood",vanilla,warm spicy,rose,rum,floral,4.54,68
scandal-collector-s-snow-globe-edition,jean-paul-gaultier,women,2019.0,"blood orange, mandarin orange","honey, orange blossom, jasmine, gardenia, peach","caramel, patchouli, beeswax, licorice",citrus,white floral,honey,sweet,caramel,4.54,35
nakahat-al-oud,lattafa-perfumes,unisex,2016.0,"cinnamon, saffron, rose","agarwood (oud), indian patchouli, cedar","amber, vanilla, musk",warm spicy,woody,amber,oud,patchouli,4.54,67
la-collection-d-antiquites-1505,lattafa-perfumes,unisex,2023.0,"black cherry, saffron","frankincense, osmanthus, amyris","balsamic notes, guaiac wood, cypriol oil or nagarmotha, styrax",woody,amber,warm spicy,floral,fruity,4.54,39
mirages-soleil-au-zenith,prada,unisex,2017.0,"peach, ylang-ylang",sandalwood,"nutmeg, cinnamon, vanilla, pimento, cumin",warm spicy,woody,fresh spicy,sweet,powdery,4.54,140
parfum-de-la-nuit-no-3,roja-dove,unisex,2015.0,bergamot,"rose, artemisia","leather, incense, cumin, amber, saffron, benzoin, gurjan balsam, styrax, cardamom, labdanum, cypriol oil or nagarmotha, sandalwood, amyris, patchouli, cedar, juniper, guaiac wood",amber,woody,warm spicy,leather,fresh spicy,4.54,432
